city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Matriz de Camaragibe,2705101,360,1460.92038,2020-06-26,0.0194,7,24642.0,True,62,city,AL
Messias,2705200,176,985.66308,2020-06-26,0.0398,7,17856.0,True,54,city,AL
Minador do Negrão,2705309,6,112.59148,2020-06-26,0.0,0,5329.0,True,36,city,AL
Monteirópolis,2705408,27,377.14765,2020-06-26,0.0,0,7159.0,True,44,city,AL
Murici,2705507,241,853.52033,2020-06-26,0.0332,8,28236.0,True,69,city,AL
Novo Lino,2705606,84,661.93853,2020-06-26,0.0238,2,12690.0,True,58,city,AL
Olho d'Água das Flores,2705705,215,991.33161,2020-06-26,0.0186,4,21688.0,True,63,city,AL
Olho d'Água do Casado,2705804,6,64.01366,2020-06-26,0.0,0,9373.0,True,39,city,AL
Olho d'Água Grande,2705903,20,390.39625,2020-06-26,0.1,2,5123.0,True,35,city,AL
Olivença,2706000,29,249.48383,2020-06-26,0.0,0,11624.0,True,49,city,AL
Ouro Branco,2706109,56,487.12596,2020-06-26,0.0357,2,11496.0,True,36,city,AL
Palestina,2706208,47,937.93654,2020-06-26,0.0213,1,5011.0,True,60,city,AL
Palmeira dos Índios,2706307,359,490.31659,2020-06-26,0.0223,8,73218.0,True,82,city,AL
Pão de Açúcar,2706406,170,696.74987,2020-06-26,0.0059,1,24399.0,True,40,city,AL
Pariconha,2706422,9,85.44574,2020-06-26,0.0,0,10533.0,True,29,city,AL
Paripueira,2706448,79,599.57498,2020-06-26,0.0759,6,13176.0,True,65,city,AL
Passo de Camaragibe,2706505,172,1128.23877,2020-06-26,0.0233,4,15245.0,True,48,city,AL
Paulo Jacinto,2706604,110,1454.25701,2020-06-26,0.0364,4,7564.0,True,59,city,AL
Penedo,2706703,156,244.96333,2020-06-26,0.0256,4,63683.0,True,60,city,AL
Piaçabuçu,2706802,194,1088.23694,2020-06-26,0.0206,4,17827.0,True,64,city,AL
Pilar,2706901,531,1512.34656,2020-06-26,0.0282,15,35111.0,True,68,city,AL
Pindoba,2707008,18,618.98212,2020-06-26,0.0556,1,2908.0,True,49,city,AL
Piranhas,2707107,26,103.83801,2020-06-26,0.0769,2,25039.0,True,42,city,AL
Poço das Trincheiras,2707206,15,104.26804,2020-06-26,0.2,3,14386.0,True,49,city,AL
Porto Calvo,2707305,458,1685.99301,2020-06-26,0.0131,6,27165.0,True,63,city,AL
Porto de Pedras,2707404,63,809.14462,2020-06-26,0.0159,1,7786.0,True,43,city,AL
Porto Real do Colégio,2707503,86,428.58567,2020-06-26,0.0,0,20066.0,True,94,city,AL
Quebrangulo,2707602,93,823.44608,2020-06-26,0.0108,1,11294.0,True,49,city,AL
Rio Largo,2707701,681,906.54952,2020-06-26,0.0514,35,75120.0,True,73,city,AL
Roteiro,2707800,57,855.34214,2020-06-26,0.0175,1,6664.0,True,42,city,AL
Santa Luzia do Norte,2707909,125,1713.26754,2020-06-26,0.016,2,7296.0,True,64,city,AL
Santana do Ipanema,2708006,242,507.82725,2020-06-26,0.0289,7,47654.0,True,57,city,AL
Santana do Mundaú,2708105,48,446.92737,2020-06-26,0.0417,2,10740.0,True,36,city,AL
São Brás,2708204,40,574.63008,2020-06-26,0.0,0,6961.0,True,35,city,AL
São José da Laje,2708303,332,1387.55381,2020-06-26,0.006,2,23927.0,True,52,city,AL
São José da Tapera,2708402,95,294.48233,2020-06-26,0.0211,2,32260.0,True,44,city,AL
São Luís do Quitunde,2708501,377,1091.01432,2020-06-26,0.0292,11,34555.0,True,50,city,AL
São Miguel dos Campos,2708600,771,1258.75496,2020-06-26,0.0195,15,61251.0,True,64,city,AL
São Miguel dos Milagres,2708709,92,1157.08716,2020-06-26,0.0217,2,7951.0,True,70,city,AL
São Sebastião,2708808,382,1118.52893,2020-06-26,0.0052,2,34152.0,True,63,city,AL
Satuba,2708907,308,2227.36477,2020-06-26,0.0519,16,13828.0,True,74,city,AL
Senador Rui Palmeira,2708956,24,173.03533,2020-06-26,0.0417,1,13870.0,True,39,city,AL
Tanque d'Arca,2709004,50,811.42486,2020-06-26,0.02,1,6162.0,True,43,city,AL
Taquarana,2709103,123,615.61562,2020-06-26,0.0081,1,19980.0,True,58,city,AL
Teotônio Vilela,2709152,547,1238.42514,2020-06-26,0.0146,8,44169.0,True,56,city,AL
Traipu,2709202,67,241.74635,2020-06-26,0.0,0,27715.0,True,35,city,AL
União dos Palmares,2709301,441,672.14339,2020-06-26,0.0385,17,65611.0,True,72,city,AL
Viçosa,2709400,123,477.98547,2020-06-26,0.0163,2,25733.0,True,70,city,AL
,27,32864,984.73133,2020-06-26,0.0297,975,3337357.0,True,108,state,AL
Alvarães,1300029,736,4588.24263,2020-06-26,0.0177,13,16041.0,True,54,city,AM
Amaturá,1300060,388,3363.38419,2020-06-26,0.0206,8,11536.0,True,64,city,AM
Anamã,1300086,273,2005.28867,2020-06-26,0.0,0,13614.0,True,74,city,AM
Anori,1300102,566,2693.95526,2020-06-26,0.0177,10,21010.0,True,90,city,AM
Apuí,1300144,40,182.0416,2020-06-26,0.0,0,21973.0,True,50,city,AM
Atalaia do Norte,1300201,474,2379.39862,2020-06-26,0.0042,2,19921.0,True,58,city,AM
Autazes,1300300,949,2398.58461,2020-06-26,0.0285,27,39565.0,True,68,city,AM
Barcelos,1300409,853,3101.59261,2020-06-26,0.0258,22,27502.0,True,66,city,AM
Barreirinha,1300508,579,1807.0597,2020-06-26,0.0121,7,32041.0,True,56,city,AM
Benjamin Constant,1300607,1446,3364.04243,2020-06-26,0.0187,27,42984.0,True,66,city,AM
Beruri,1300631,387,1966.56334,2020-06-26,0.0155,6,19679.0,True,67,city,AM
Boa Vista do Ramos,1300680,184,957.98407,2020-06-26,0.0109,2,19207.0,True,55,city,AM
Boca do Acre,1300706,621,1810.07345,2020-06-26,0.0145,9,34308.0,True,93,city,AM
Borba,1300805,415,1008.23595,2020-06-26,0.041,17,41161.0,True,61,city,AM
Caapiranga,1300839,144,1100.83327,2020-06-26,0.0278,4,13081.0,True,64,city,AM
Canutama,1300904,73,467.08043,2020-06-26,0.0,0,15629.0,True,69,city,AM
Carauari,1301001,486,1717.67866,2020-06-26,0.0123,6,28294.0,True,72,city,AM
Careiro,1301100,918,2424.1464,2020-06-26,0.0142,13,37869.0,True,77,city,AM
Careiro da Várzea,1301159,75,248.13896,2020-06-26,0.0533,4,30225.0,True,88,city,AM
Coari,1301209,3673,4316.25087,2020-06-26,0.0221,81,85097.0,True,71,city,AM
Codajás,1301308,139,485.38604,2020-06-26,0.0216,3,28637.0,True,64,city,AM
Eirunepé,1301407,407,1153.85706,2020-06-26,0.0,0,35273.0,True,57,city,AM
Fonte Boa,1301605,534,3032.54018,2020-06-26,0.03,16,17609.0,True,64,city,AM
Guajará,1301654,374,2242.47512,2020-06-26,0.0027,1,16678.0,True,44,city,AM
Humaitá,1301704,622,1129.26652,2020-06-26,0.0096,6,55080.0,True,62,city,AM
Ipixuna,1301803,4,13.473,2020-06-26,0.0,0,29689.0,True,30,city,AM
Iranduba,1301852,1207,2499.17177,2020-06-26,0.0323,39,48296.0,True,83,city,AM
Itacoatiara,1301902,1430,1411.13315,2020-06-26,0.0371,53,101337.0,True,90,city,AM
Itamarati,1301951,288,3668.32251,2020-06-26,0.0069,2,7851.0,True,45,city,AM
Itapiranga,1302009,501,5476.60691,2020-06-26,0.012,6,9148.0,True,62,city,AM
Japurá,1302108,252,9147.00544,2020-06-26,0.004,1,2755.0,True,47,city,AM
Juruá,1302207,215,1461.39206,2020-06-26,0.0093,2,14712.0,True,69,city,AM
Jutaí,1302306,248,1732.20647,2020-06-26,0.0524,13,14317.0,True,82,city,AM
Lábrea,1302405,449,974.62502,2020-06-26,0.0134,6,46069.0,True,74,city,AM
Manacapuru,1302504,3117,3200.96121,2020-06-26,0.0398,124,97377.0,True,92,city,AM
Manaquiri,1302553,223,694.59586,2020-06-26,0.0538,12,32105.0,True,65,city,AM
Manaus,1302603,26783,1227.02281,2020-06-26,0.0652,1747,2182763.0,True,102,city,AM
Manicoré,1302702,195,349.76951,2020-06-26,0.0205,4,55751.0,True,80,city,AM
Maraã,1302801,198,1086.47937,2020-06-26,0.0101,2,18224.0,True,66,city,AM
Maués,1302900,926,1449.0259,2020-06-26,0.0324,30,63905.0,True,78,city,AM
Nhamundá,1303007,144,680.11146,2020-06-26,0.0278,4,21173.0,True,65,city,AM
Nova Olinda do Norte,1303106,425,1137.03248,2020-06-26,0.0447,19,37378.0,True,66,city,AM
Novo Airão,1303205,211,1084.60985,2020-06-26,0.0284,6,19454.0,True,89,city,AM
Novo Aripuanã,1303304,405,1579.3168,2020-06-26,0.0222,9,25644.0,True,64,city,AM
Parintins,1303403,2410,2108.98462,2020-06-26,0.0303,73,114273.0,True,97,city,AM
Pauini,1303502,284,1461.9582,2020-06-26,0.0106,3,19426.0,True,48,city,AM
Presidente Figueiredo,1303536,965,2659.94101,2020-06-26,0.0207,20,36279.0,True,80,city,AM
Rio Preto da Eva,1303569,643,1928.20943,2020-06-26,0.0202,13,33347.0,True,66,city,AM
Santa Isabel do Rio Negro,1303601,245,973.92272,2020-06-26,0.0082,2,25156.0,True,70,city,AM
Santo Antônio do Içá,1303700,998,4619.9426,2020-06-26,0.019,19,21602.0,True,93,city,AM
São Gabriel da Cachoeira,1303809,2646,5807.21622,2020-06-26,0.0166,44,45564.0,True,79,city,AM
São Paulo de Olivença,1303908,630,1603.09423,2020-06-26,0.0286,18,39299.0,True,81,city,AM
São Sebastião do Uatumã,1303957,212,1512.12553,2020-06-26,0.0047,1,14020.0,True,63,city,AM
Silves,1304005,160,1744.62981,2020-06-26,0.025,4,9171.0,True,64,city,AM
Tabatinga,1304062,1375,2088.26924,2020-06-26,0.0516,71,65844.0,True,80,city,AM
Tapauá,1304104,653,3806.24854,2020-06-26,0.0046,3,17156.0,True,64,city,AM
Tefé,1304203,2743,4583.20106,2020-06-26,0.0288,79,59849.0,True,78,city,AM
Tonantins,1304237,447,2383.36444,2020-06-26,0.0313,14,18755.0,True,86,city,AM
Uarini,1304260,488,3604.13589,2020-06-26,0.0123,6,13540.0,True,43,city,AM
Urucará,1304302,358,2202.26378,2020-06-26,0.0112,4,16256.0,True,63,city,AM
Urucurituba,1304401,386,1673.53132,2020-06-26,0.0052,2,23065.0,True,62,city,AM
,13,68220,1645.99839,2020-06-26,0.0401,2739,4144597.0,True,102,state,AM
Amapá,1600105,315,3458.11834,2020-06-26,0.0127,4,9109.0,True,60,city,AP
Calçoene,1600204,465,4182.78312,2020-06-26,0.0043,2,11117.0,True,55,city,AP
Cutias,1600212,481,8039.44509,2020-06-26,0.0042,2,5983.0,True,51,city,AP
Ferreira Gomes,1600238,283,3637.53213,2020-06-26,0.0071,2,7780.0,True,54,city,AP
Itaubal,1600253,163,2962.02072,2020-06-26,0.0,0,5503.0,True,62,city,AP
Laranjal do Jari,1600279,2732,5419.55961,2020-06-26,0.0146,40,50410.0,True,71,city,AP
Macapá,1600303,12885,2559.96599,2020-06-26,0.019,245,503327.0,True,97,city,AP
Mazagão,1600402,862,3984.83728,2020-06-26,0.007,6,21632.0,True,72,city,AP
Oiapoque,1600501,1474,5405.20719,2020-06-26,0.0075,11,27270.0,True,82,city,AP
Pedra Branca do Amapari,1600154,1894,11477.39668,2020-06-26,0.0026,5,16502.0,True,63,city,AP
Porto Grande,1600535,717,3263.39265,2020-06-26,0.007,5,21971.0,True,72,city,AP
Pracuúba,1600550,158,3085.9375,2020-06-26,0.0127,2,5120.0,True,51,city,AP
Santana,1600600,3641,3000.06592,2020-06-26,0.017,62,121364.0,True,81,city,AP
Serra do Navio,1600055,389,7207.70799,2020-06-26,0.0103,4,5397.0,True,64,city,AP
Tartarugalzinho,1600709,371,2142.65088,2020-06-26,0.0027,1,17315.0,True,60,city,AP
Vitória do Jari,1600808,832,5222.52213,2020-06-26,0.012,10,15931.0,True,72,city,AP
,16,27662,3270.77995,2020-06-26,0.0145,401,845731.0,True,98,state,AP
,29,56422,379.35694,2020-06-26,0.0291,1642,14873064.0,True,111,state,BA
,23,105270,1152.74968,2020-06-26,0.0566,5962,9132078.0,True,103,state,CE
Brasília,5300108,36464,1209.31207,2020-06-26,0.0133,486,3015268.0,True,111,city,DF
Importados/Indefinidos,,4862,,2020-06-26,0.0095,46,,True,93,city,DF
,53,41326,1370.55811,2020-06-26,0.0129,532,3015268.0,True,111,state,DF
Afonso Cláudio,3200102,286,935.06833,2020-06-26,0.028,8,30586.0,True,87,city,ES
Água Doce do Norte,3200169,39,353.93411,2020-06-26,0.0513,2,11019.0,True,60,city,ES
Águia Branca,3200136,49,508.19332,2020-06-26,0.0408,2,9642.0,True,60,city,ES
Alegre,3200201,101,335.72663,2020-06-26,0.0594,6,30084.0,True,67,city,ES
Alfredo Chaves,3200300,130,890.34998,2020-06-26,0.0231,3,14601.0,True,76,city,ES
Alto Rio Novo,3200359,17,216.94742,2020-06-26,0.1176,2,7836.0,True,88,city,ES
Anchieta,3200409,289,987.59526,2020-06-26,0.0208,6,29263.0,True,72,city,ES
Apiacá,3200508,34,449.31941,2020-06-26,0.0294,1,7567.0,True,69,city,ES
Aracruz,3200607,656,648.09326,2020-06-26,0.0442,29,101220.0,True,87,city,ES
Atilio Vivacqua,3200706,57,477.54692,2020-06-26,0.0351,2,11936.0,True,60,city,ES
Baixo Guandu,3200805,181,583.90864,2020-06-26,0.0387,7,30998.0,True,60,city,ES
Barra de São Francisco,3200904,183,409.85442,2020-06-26,0.0328,6,44650.0,True,60,city,ES
Boa Esperança,3201001,120,798.03152,2020-06-26,0.0333,4,15037.0,True,81,city,ES
Bom Jesus do Norte,3201100,50,503.22061,2020-06-26,0.0,0,9936.0,True,73,city,ES
Brejetuba,3201159,90,725.5724,2020-06-26,0.0,0,12404.0,True,72,city,ES
Cachoeiro de Itapemirim,3201209,1471,703.92206,2020-06-26,0.0387,57,208972.0,True,99,city,ES
Cariacica,3201308,4681,1227.69057,2020-06-26,0.0479,224,381285.0,True,99,city,ES
Castelo,3201407,254,676.71977,2020-06-26,0.0197,5,37534.0,True,93,city,ES
Colatina,3201506,1336,1090.62115,2020-06-26,0.0195,26,122499.0,True,85,city,ES
Conceição da Barra,3201605,54,173.84026,2020-06-26,0.0556,3,31063.0,True,60,city,ES
Conceição do Castelo,3201704,49,385.12929,2020-06-26,0.0408,2,12723.0,True,60,city,ES
Divino de São Lourenço,3201803,80,1858.73606,2020-06-26,0.0,0,4304.0,True,60,city,ES
Domingos Martins,3201902,265,782.86558,2020-06-26,0.0113,3,33850.0,True,67,city,ES
Dores do Rio Preto,3202009,22,325.97422,2020-06-26,0.0,0,6749.0,True,60,city,ES
Ecoporanga,3202108,110,479.86738,2020-06-26,0.0455,5,22923.0,True,60,city,ES
Fundão,3202207,259,1204.1471,2020-06-26,0.0347,9,21509.0,True,86,city,ES
Governador Lindenberg,3202256,27,212.44787,2020-06-26,0.0,0,12709.0,True,60,city,ES
Guaçuí,3202306,118,382.28529,2020-06-26,0.0508,6,30867.0,True,67,city,ES
Guarapari,3202405,856,685.57333,2020-06-26,0.0397,34,124859.0,True,91,city,ES
Ibatiba,3202454,91,348.89962,2020-06-26,0.044,4,26082.0,True,60,city,ES
Ibiraçu,3202504,117,937.57513,2020-06-26,0.0342,4,12479.0,True,82,city,ES
Ibitirama,3202553,35,393.74508,2020-06-26,0.0857,3,8889.0,True,60,city,ES
Iconha,3202603,129,930.73593,2020-06-26,0.0,0,13860.0,True,62,city,ES
Importados/Indefinidos,,451,,2020-06-26,0.0111,5,,True,95,city,ES
Irupi,3202652,39,291.54519,2020-06-26,0.0,0,13377.0,True,67,city,ES
Itaguaçu,3202702,22,156.40552,2020-06-26,0.0,0,14066.0,True,60,city,ES
Itapemirim,3202801,467,1359.61337,2020-06-26,0.0578,27,34348.0,True,91,city,ES
Itarana,3202900,40,378.96731,2020-06-26,0.025,1,10555.0,True,60,city,ES
Iúna,3203007,172,589.82888,2020-06-26,0.0523,9,29161.0,True,60,city,ES
Jaguaré,3203056,82,269.05535,2020-06-26,0.0488,4,30477.0,True,60,city,ES
Jerônimo Monteiro,3203106,84,688.97638,2020-06-26,0.0119,1,12192.0,True,74,city,ES
João Neiva,3203130,160,959.92321,2020-06-26,0.0312,5,16668.0,True,72,city,ES
Laranja da Terra,3203163,48,438.47629,2020-06-26,0.0,0,10947.0,True,60,city,ES
Linhares,3203205,1597,920.1694,2020-06-26,0.0169,27,173555.0,True,100,city,ES
Mantenópolis,3203304,35,228.01303,2020-06-26,0.0571,2,15350.0,True,60,city,ES
Marataízes,3203320,641,1664.97831,2020-06-26,0.0499,32,38499.0,True,62,city,ES
Marechal Floriano,3203346,355,2126.51252,2020-06-26,0.0338,12,16694.0,True,64,city,ES
Marilândia,3203353,95,740.27897,2020-06-26,0.0211,2,12833.0,True,60,city,ES
Mimoso do Sul,3203403,214,818.26177,2020-06-26,0.0093,2,26153.0,True,60,city,ES
Montanha,3203502,25,132.74571,2020-06-26,0.04,1,18833.0,True,60,city,ES
Mucurici,3203601,9,162.92542,2020-06-26,0.1111,1,5524.0,True,60,city,ES
Muniz Freire,3203700,77,440.88176,2020-06-26,0.039,3,17465.0,True,60,city,ES
Muqui,3203809,98,634.34527,2020-06-26,0.051,5,15449.0,True,60,city,ES
Nova Venécia,3203908,284,566.75314,2020-06-26,0.0352,10,50110.0,True,81,city,ES
Pancas,3204005,158,681.50449,2020-06-26,0.0127,2,23184.0,True,60,city,ES
Pedro Canário,3204054,147,561.41155,2020-06-26,0.0272,4,26184.0,True,72,city,ES
Pinheiros,3204104,118,436.27759,2020-06-26,0.0508,6,27047.0,True,60,city,ES
Piúma,3204203,219,1008.70526,2020-06-26,0.0228,5,21711.0,True,69,city,ES
Ponto Belo,3204252,14,178.04909,2020-06-26,0.0714,1,7863.0,True,60,city,ES
Presidente Kennedy,3204302,228,1969.93261,2020-06-26,0.0219,5,11574.0,True,72,city,ES
Rio Bananal,3204351,82,428.39977,2020-06-26,0.0,0,19141.0,True,60,city,ES
Rio Novo do Sul,3204401,168,1445.53433,2020-06-26,0.0298,5,11622.0,True,72,city,ES
Santa Leopoldina,3204500,76,621.72775,2020-06-26,0.0263,2,12224.0,True,76,city,ES
Santa Maria de Jetibá,3204559,178,440.25624,2020-06-26,0.0393,7,40431.0,True,74,city,ES
Santa Teresa,3204609,173,733.36159,2020-06-26,0.0347,6,23590.0,True,96,city,ES
São Domingos do Norte,3204658,72,833.52628,2020-06-26,0.0833,6,8638.0,True,60,city,ES
São Gabriel da Palha,3204708,334,880.17498,2020-06-26,0.003,1,37947.0,True,78,city,ES
São José do Calçado,3204807,85,805.22925,2020-06-26,0.0,0,10556.0,True,77,city,ES
São Mateus,3204906,564,431.81662,2020-06-26,0.0266,15,130611.0,True,90,city,ES
São Roque do Canaã,3204955,64,515.50544,2020-06-26,0.0469,3,12415.0,True,92,city,ES
Serra,3205002,6926,1338.33163,2020-06-26,0.0417,289,517510.0,True,96,city,ES
Sooretama,3205010,184,611.90555,2020-06-26,0.0272,5,30070.0,True,86,city,ES
Vargem Alta,3205036,73,341.08962,2020-06-26,0.0137,1,21402.0,True,60,city,ES
Venda Nova do Imigrante,3205069,213,842.66329,2020-06-26,0.0094,2,25277.0,True,80,city,ES
Viana,3205101,763,975.21696,2020-06-26,0.0498,38,78239.0,True,88,city,ES
Vila Pavão,3205150,22,238.92268,2020-06-26,0.0,0,9208.0,True,60,city,ES
Vila Valério,3205176,76,539.77273,2020-06-26,0.0263,2,14080.0,True,73,city,ES
Vila Velha,3205200,6808,1378.58974,2020-06-26,0.0377,257,493838.0,True,100,city,ES
Vitória,3205309,6676,1843.70486,2020-06-26,0.0349,233,362097.0,True,100,city,ES
,32,41652,1036.46747,2020-06-26,0.0362,1507,4018650.0,True,114,state,ES
Abadia de Goiás,5200050,33,376.15411,2020-06-26,0.0,0,8773.0,True,37,city,GO
Abadiânia,5200100,37,184.61231,2020-06-26,0.027,1,20042.0,True,29,city,GO
Acreúna,5200134,7,31.29751,2020-06-26,0.1429,1,22366.0,True,26,city,GO
Adelândia,5200159,12,476.94754,2020-06-26,0.0,0,2516.0,True,22,city,GO
Água Fria de Goiás,5200175,4,69.74717,2020-06-26,0.0,0,5735.0,True,23,city,GO
Águas Lindas de Goiás,5200258,654,307.85163,2020-06-26,0.0352,23,212440.0,True,88,city,GO
Alexânia,5200308,39,141.03352,2020-06-26,0.0,0,27653.0,True,49,city,GO
Aloândia,5200506,1,50.12531,2020-06-26,0.0,0,1995.0,True,74,city,GO
Alto Paraíso de Goiás,5200605,6,78.69885,2020-06-26,0.0,0,7624.0,True,48,city,GO
Alvorada do Norte,5200803,2,23.09469,2020-06-26,0.0,0,8660.0,True,10,city,GO
Amaralina,5200829,3,78.69885,2020-06-26,0.0,0,3812.0,True,36,city,GO
Americano do Brasil,5200852,23,376.37048,2020-06-26,0.0435,1,6111.0,True,9,city,GO
Amorinópolis,5200902,2,63.97953,2020-06-26,0.0,0,3126.0,True,36,city,GO
Anápolis,5201108,688,177.81316,2020-06-26,0.0073,5,386923.0,True,99,city,GO
Anhanguera,5201207,1,87.0322,2020-06-26,0.0,0,1149.0,True,76,city,GO
Anicuns,5201306,61,279.1762,2020-06-26,0.0,0,21850.0,True,49,city,GO
Aparecida de Goiânia,5201405,2213,382.75344,2020-06-26,0.0185,41,578179.0,True,97,city,GO
Aparecida do Rio Doce,5201454,23,929.66855,2020-06-26,0.0435,1,2474.0,True,42,city,GO
Aporé,5201504,0,,2020-06-26,0.0,0,4198.0,True,44,city,GO
Araçu,5201603,3,85.17888,2020-06-26,0.0,0,3522.0,True,38,city,GO
Aragarças,5201702,35,173.97356,2020-06-26,0.0286,1,20118.0,True,47,city,GO
Aragoiânia,5201801,17,164.92045,2020-06-26,0.0,0,10308.0,True,70,city,GO
Araguapaz,5202155,1,12.87001,2020-06-26,1.0,1,7770.0,True,36,city,GO
Aruanã,5202502,5,50.63291,2020-06-26,0.0,0,9875.0,True,5,city,GO
Aurilândia,5202601,15,480.76923,2020-06-26,0.0,0,3120.0,True,36,city,GO
Avelinópolis,5202809,1,41.3736,2020-06-26,0.0,0,2417.0,True,59,city,GO
Barro Alto,5203203,24,214.91896,2020-06-26,0.0,0,11167.0,True,62,city,GO
Bela Vista de Goiás,5203302,72,240.20017,2020-06-26,0.0278,2,29975.0,True,77,city,GO
